id,name,platform_id,logo,description,created_at,website
122,"Crytek Frankfurt",6,https://images.igdb.com/igdb/image/upload//akgcwuhkerorzmvgidah.png,"Envision. Enable. Achieve.

Crytek is an independent company at the forefront of the interactive entertainment industry, and is dedicated to pushing the boundaries of gaming by creating standout experiences with their cutting-edge 3D game technology, CRYENGINE.

Founded by brothers Avni, Cevat, and Faruk Yerli in 1999, Crytek has its headquarters in Frankfurt, Germany, with additional studios in Kiev (Ukraine), Budapest (Hungary), Sofia (Bulgaria), Seoul (South Korea), Nottingham (United Kingdom), Shanghai (China), Istanbul (Turkey), and Austin (USA).

Since its establishment, Crytek has consistently been recognized for excellence in its field â earning accolades such as the 2011 Develop Award for Best Independent Studio and a 2010 Red Dot Design Award. Its award-winning games include Far CryÂ®, CrysisÂ® (Best PC Game of E3 2007), CrysisÂ® Warhead (Best Graphics Technology at IGN Best of 2008 Awards), CrysisÂ® 2 (Best Shooter of E3 2010 and Gamescom 2010), Fibble â Flick ânâ Roll, CrysisÂ® 3 (Electronic Playground Best of E3 2012 and Most Valuable Game from PC Gamer E3 2012), and WarfaceÂ® (Best Social/Casual/Online Game of Gamescom 2012).

 

Crytek is committed to creating high-quality products powered by its CRYENGINE technology.

In 2010, Crytek announced Warface, their first free-to-play game service and a major milestone in the studioâs history. The announcement was followed by the 2012 release of Fibble â Flick ânâ Roll, their debut game for mobile devices. Since then the company have gone on to create Xbox One-exclusive launch title Ryse: Son of Rome, and their second mobile title, The Collectables.

To further support the companyâs future within the free-to-play gaming model, Crytek launched GFACE in 2012: a social gaming hub which serves as a platform for upcoming Crytek games.","2011-03-24 13:24:26.000000",http://www.crytek.com/
123,"",0,None,None,"2017-03-23 13:05:41.461971",None
124,"",0,None,None,"2017-03-23 13:05:41.464072",None
125,"Crytek Budapest",6,None,None,"2011-03-24 13:50:51.000000",None
126,"Bethesda Game Studios",6,https://images.igdb.com/igdb/image/upload//zoq5fmhbkbvs2qkb76kj.png,None,"2011-03-26 14:17:59.000000",http://bgs.bethsoft.com/
127,"Funcom Productions",6,None,None,"2011-03-28 03:08:55.000000",None
128,Microsoft,6,https://images.igdb.com/igdb/image/upload//turtcfbxl1ounask0dfp.png,"Also known as Microsoft Corporation or MS.","2011-03-28 03:17:08.000000",https://www.microsoft.com/
129,Konami,15,https://images.igdb.com/igdb/image/upload//p1xekeptr9wviwmqsh65.png,None,"2011-03-28 03:17:08.000000",https://www.konami.com/
130,"MacSoft Games",6,https://images.igdb.com/igdb/image/upload//uxzd9yimq6e4icu6biwy.png,None,"2011-03-28 03:21:46.000000",http://macsoftgames.com/
131,"Robot Entertainment",3,https://images.igdb.com/igdb/image/upload//vemy0ewuwd2puvhrd1kp.png,"Robot Entertainment is a video game development and publishing company created by the founders of the defunct Ensemble Studios, after being shut down by Microsoft. Other members of the company founded Bonfire Studios. Robot Entertainment was responsible for maintaining and updating Halo Wars until February 28, 2010, when Microsoft Studios assumed control of the game servers and updates. Also, in January 2011, Microsoft Studios took over updates and servers for Age of Empires III. Robot Entertainment have since released games including 'Orcs Must Die!', 'Orcs Must Die! 2', 'Hero Academy' and 'Echo Prime'.

Their headquarters are located in Piano, Texas, United States.","2011-03-28 03:21:46.000000",http://www.robotentertainment.com/
132,Destineer,5,https://images.igdb.com/igdb/image/upload//l7lglsqzsa1oiahgknyc.png,None,"2011-03-28 03:21:46.000000",None
133,"Rogue Entertainment",6,https://images.igdb.com/igdb/image/upload//ysir8ujvwv7qgjoejfmk.png,None,"2011-03-28 03:31:09.000000",None
134,"Max Design",6,None,None,"2011-03-28 03:50:56.000000",None
135,Sunflowers,6,None,None,"2011-03-28 03:50:56.000000",None
136,"Planet Moon Studios",5,https://images.igdb.com/igdb/image/upload//lmta4xyzpzajlmchlkbb.png,None,"2011-03-28 03:58:02.000000",http://www.planetmoon.com/
137,"Digital Illusions CE",11,https://images.igdb.com/igdb/image/upload//rfumtbyvthlwpkdxygx4.png,None,"2011-03-28 04:07:25.000000",None
138,"Refraction Games",6,None,None,"2011-03-28 05:26:15.000000",None
139,"Take-Two Interactive",8,https://images.igdb.com/igdb/image/upload//aqtxrprtkcftl7m8yn0t.png,"Headquartered in New York City, Take-Two Interactive Software, Inc. is a leading developer, marketer and publisher of interactive entertainment for consumers around the globe. The Company develops and publishes products through its two wholly-owned labels Rockstar Games and 2K. Our products are designed for console systems, handheld gaming systems and personal computers, including smartphones and tablets, and are delivered through physical retail, digital download, online platforms and cloud streaming services. The Companyâs common stock is publicly traded on NASDAQ under the symbol TTWO.","2011-03-28 05:26:15.000000",http://www.take2games.com/
140,"EA Los Angeles",6,https://images.igdb.com/igdb/image/upload//uffh2zhts7fa8x9dwpoz.png,None,"2011-03-28 05:29:22.000000",None
141,"Virgin Interactive Entertainment (Europe) Ltd.",6,https://images.igdb.com/igdb/image/upload//bjbq0xkgecruufukppw3.png,None,"2011-03-28 05:34:14.000000",None
142,"Westwood Pacific",6,None,None,"2011-03-28 05:39:20.000000",None
143,"EA Games",5,None,None,"2011-03-28 05:39:20.000000",None
144,"GSC Game World",3,https://images.igdb.com/igdb/image/upload//zkjlo1aybe56dpxauqox.png,None,"2011-03-28 05:47:14.000000",http://www.gsc-game.com/
145,"cdv Software Entertainment",6,https://images.igdb.com/igdb/image/upload//ajf3ddgyhezgyeb4g4lr.png,None,"2011-03-28 05:47:14.000000",http://www.cdvusa.com/
146,"Strategy First",6,None,None,"2011-03-28 05:49:40.000000",http://www.strategyfirst.com/
147,"Vivendi Universal",6,None,None,"2011-03-28 05:54:59.000000",None
148,"Gearbox Software",6,https://images.igdb.com/igdb/image/upload//ljte8d4doak68etvocdc.png,"The diverse and passionate members of the Gearbox Software team share a common identity â we feel we were made to set our time and talent towards bringing joy, fun and happiness to our customers through our craft.

Since its inception and our first release, Half-Life: Opposing Force, the talented developers at Gearbox Software have had the pleasure of creating video games for some of the most exciting and revered brands on the planet. The Gearbox Software team has also created original, owned and managed brands including the award winning, best-selling Brothers in Arms series and the record-setting, genre breaking Borderlands franchise. In addition, Gearbox Software has acquired other major video game properties including the Duke Nukem and Homeworld brands. With all of its owned franchises, the people of Gearbox Software enjoy driving and managing a deep portfolio of licensed and internally produced ancillary products including video games, comic books, action figures, apparel, art prints, fictional novels, non-fiction reference books, and linear media content for film and television.

Ultimately, Gearbox Software is a family of talented, inventive and passionate individuals who want to collaborate with smart, committed, capable people with a quality of character that seek to inspire and be inspired â that care about creativity, happiness and the desire to make wonderful, engaging and exciting things that our customers feel is very valuable so that we may learn the lessons of experience together and share together in the rewards from a job well done.","2011-03-28 06:01:38.000000",http://www.gearboxsoftware.com/
149,"Ritual Entertainment",6,None,None,"2011-03-28 06:01:38.000000",None
150,"Hidden Path Entertainment",6,https://images.igdb.com/igdb/image/upload//tv9xmuwy2dwrqxgeyi0m.png,None,"2011-03-28 06:04:29.000000",http://hiddenpath.com/
151,Simtex,6,https://images.igdb.com/igdb/image/upload//zublxs0pegxwhwx0lutp.png,None,"2011-03-28 07:58:50.000000",None
152,MicroProse,7,https://images.igdb.com/igdb/image/upload//xlo4ksodzjalrer20aki.png,None,"2011-03-28 07:58:50.000000",http://www.microprose.com/
153,"Digital Illusions CE: Canada",6,None,None,"2011-03-29 02:28:09.000000",None
154,"Neowiz Games",6,None,None,"2011-03-29 02:35:05.000000",None
155,"Easy Studios",6,None,None,"2011-03-29 02:47:33.000000",None
156,"",0,None,None,"2017-03-23 13:05:43.685657",None
157,"1C Company",6,https://images.igdb.com/igdb/image/upload//bdkcmdv9rujnqrumonqt.png,None,"2011-03-29 08:28:14.000000",None
158,"Crytek UK",6,None,None,"2011-03-29 13:59:42.000000",http://www.crytek.com/
159,"Konami Computer Entertainment Tokyo",7,None,None,"2011-03-30 02:56:35.000000",None
160,"Double Helix Games",6,https://images.igdb.com/igdb/image/upload//intf2zerqzp06twhzgaz.png,"Double Helix Games LLC is an American video game developer based in Irvine, California, founded in 2007 through two mergers of Foundation 9 studios, The Collective and Shiny Entertainment. 
The studio was acquired by Amazon.com on February 5, 2014. The studio's first release was Silent Hill: Homecoming for the PlayStation 3 and the Xbox 360.","2011-03-30 03:04:42.000000",https://www.doublehelixgames.com
161,"Konami Digital Entertainment",37,None,None,"2011-03-30 03:04:42.000000",None
162,"Vatra Games",9,None,None,"2011-03-30 03:06:23.000000",None
163,"Climax Studios",6,None,None,"2011-03-30 03:09:54.000000",None
164,"Rocksteady Studios",6,https://images.igdb.com/igdb/image/upload//ssosvqjvlkbneiu7dxdm.png,None,"2011-03-30 14:43:08.000000",http://rocksteadyltd.com
165,"DC Entertainment",4,None,None,"2011-03-30 14:43:08.000000",None
166,"Shadows in Darkness",0,None,None,"2011-04-01 06:12:50.000000",None
167,"People Can Fly",6,None,None,"2011-04-01 06:19:15.000000",None
168,"Epic Games, Inc.",6,https://images.igdb.com/igdb/image/upload//yxe9xcbiaxgdtuvs6yda.png,None,"2011-04-01 06:19:15.000000",http://epicgames.com/
169,MercurySteam,6,https://images.igdb.com/igdb/image/upload//pseowshj7r1bjarjhb64.png,None,"2011-04-02 04:32:12.000000",https://www.mercurysteam.com/
170,"Kojima Productions",8,https://images.igdb.com/igdb/image/upload//n19n0exlwwgv4whpvvpz.png,None,"2011-04-02 04:32:12.000000",http://www.kojimaproductions.jp/
171,"",0,None,None,"2017-03-23 13:05:44.374333",None
172,"",0,None,None,"2017-03-23 13:05:44.377005",None
173,"The Omni Group",6,None,None,"2011-04-04 08:02:26.000000",None
174,"Digital Mayhem",8,None,None,"2011-04-04 08:02:26.000000",None
175,"Haemimont Games",6,https://images.igdb.com/igdb/image/upload//r0sc8aaqfvzdpvgsyzfj.png,None,"2011-04-04 08:07:28.000000",http://www.haemimontgames.com/
176,"FX Interactive",6,None,None,"2011-04-04 08:07:28.000000",None
177,"duplicate company name",0,https://images.igdb.com/igdb/image/upload//tp7gbkd3ll8pb25jjgcw.png,"duplicate game name","2011-04-04 08:10:21.000000",None
178,"Intelligent Games",6,None,None,"2011-04-04 08:30:43.000000",None
179,"Activision Blizzard",6,https://images.igdb.com/igdb/image/upload//ss6bi7081my4mzebjkzb.png,"ActivisionBlizzard, Inc.is the worlds largest and most profitable independent interactive entertainment publishing company. It develops and publishes some of the most successful and beloved entertainment franchises in any medium, including Call of Duty, World of Warcraft, Skylanders, and Diablo.","2011-04-04 10:38:26.000000",http://www.activisionblizzard.com/
180,"Mythos Games",6,https://images.igdb.com/igdb/image/upload//m5gri39zq7tjnila2mam.png,"Mythos Games was a British video game developer company founded by Julian Gollop in 1988 as Target Games and best known for its acclaimed 1994 strategy game UFO: Enemy Unknown. Following the bankruptcy of Mythos Games in 2001, Gollop founded Codo Technologies.","2011-04-04 10:51:50.000000",None
